               data_ora  rad  temperatura elevazione
2023-04-07 23:22:47.976 4845        40.35         20
2023-04-07 23:22:48.152 4850        40.35         20
2023-04-07 23:22:48.345 4862        40.35         20
2023-04-07 23:22:48.553 4841        40.35         20
2023-04-07 23:22:48.762 4844        40.35         20
2023-04-07 23:22:48.969 4848        40.35         20
2023-04-07 23:22:49.178 4839        40.35         20
2023-04-07 23:22:49.387 4841        40.35         20
2023-04-07 23:22:49.588 4826        40.35         20
2023-04-07 23:22:49.787 4845        40.35         20
2023-04-07 23:22:49.995 4850        40.35         20
2023-04-07 23:22:50.207 4821        40.35         20
2023-04-07 23:22:50.425 4831        40.35         20
2023-04-07 23:22:50.635 4844        40.35         20
2023-04-07 23:22:50.845 4853        40.35         20
2023-04-07 23:22:51.052 4829        40.35         20
2023-04-07 23:22:51.261 4858        40.35         20
2023-04-07 23:22:51.469 4844        40.35         20
2023-04-07 23:22:51.677 4835        40.35         20
2023-04-07 23:22:51.885 4843        40.35         20
2023-04-07 23:22:52.061 4830        40.35         20
2023-04-07 23:22:52.269 4851        40.35         20
2023-04-07 23:22:52.476 4852        40.35         20
2023-04-07 23:22:52.686 4855        40.35         20
2023-04-07 23:22:52.893 4858        40.35         20
2023-04-07 23:22:53.102 4844        40.35         20
2023-04-07 23:22:53.308 4863        40.35         20
2023-04-07 23:22:53.508 4855        40.35         20
2023-04-07 23:22:53.711 4862        40.35         20
2023-04-07 23:22:53.919 4857        40.35         20
2023-04-07 23:22:54.127 4847        40.35         20
2023-04-07 23:22:54.346 4843        40.35         20
2023-04-07 23:22:54.559 4840        40.35         20
2023-04-07 23:22:54.767 4836        40.35         20
2023-04-07 23:22:54.975 4848        40.35         20
2023-04-07 23:22:55.182 4842        40.35         20
2023-04-07 23:22:55.392 4825        40.35         20
2023-04-07 23:22:55.600 4833        40.35         20
2023-04-07 23:22:55.808 4833        40.35         20
2023-04-07 23:22:55.984 4830        40.35         20
2023-04-07 23:22:56.192 4831        40.35         20
2023-04-07 23:22:56.401 4836        40.35         20
2023-04-07 23:22:56.609 4838        40.35         20
2023-04-07 23:22:56.817 4823        40.35         20
2023-04-07 23:22:57.025 4834        40.35         20
2023-04-07 23:22:57.230 4835        40.35         20
2023-04-07 23:22:57.426 4827        40.35         20
2023-04-07 23:22:57.634 4836        40.35         20
2023-04-07 23:22:57.842 4842        40.35         20
2023-04-07 23:22:58.066 4831        40.35         20
2023-04-07 23:22:58.266 4854        40.35         20
2023-04-07 23:22:58.482 4853        40.35         20
2023-04-07 23:22:58.690 4828        40.35         20
2023-04-07 23:22:58.898 4838        40.35         20
