RAL10
Sampling=1
Gain=5
Zero_base=6877
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 08:43:09.253 15404 40.80
04/18/2023 08:43:09.461 15390 40.80
04/18/2023 08:43:09.681 15410 40.80
04/18/2023 08:43:09.892 15386 40.80
04/18/2023 08:43:10.100 15417 40.80
04/18/2023 08:43:10.309 15404 40.80
04/18/2023 08:43:10.517 15416 40.80
04/18/2023 08:43:10.726 15437 40.80
04/18/2023 08:43:10.934 15406 40.80
04/18/2023 08:43:11.141 15395 40.80
04/18/2023 08:43:11.350 15403 40.80
04/18/2023 08:43:11.526 15410 40.80
04/18/2023 08:43:11.735 15414 40.80
04/18/2023 08:43:11.944 15417 40.80
04/18/2023 08:43:12.151 15411 40.80
04/18/2023 08:43:12.360 15413 40.80
04/18/2023 08:43:12.568 15410 40.80
04/18/2023 08:43:12.770 15415 40.80
04/18/2023 08:43:12.968 15401 40.80
04/18/2023 08:43:13.176 15404 40.80
04/18/2023 08:43:13.384 15404 40.80
04/18/2023 08:43:13.592 15409 40.80
04/18/2023 08:43:13.804 15411 40.80
04/18/2023 08:43:14.021 15400 40.80
04/18/2023 08:43:14.233 15409 40.80
04/18/2023 08:43:14.441 15407 40.80
04/18/2023 08:43:14.649 15428 40.80
04/18/2023 08:43:14.858 15429 40.80
04/18/2023 08:43:15.066 15422 40.80
04/18/2023 08:43:15.273 15412 40.80
04/18/2023 08:43:15.483 15395 40.80
04/18/2023 08:43:15.658 15404 40.80
04/18/2023 08:43:15.867 15409 40.80
04/18/2023 08:43:16.075 15400 40.80
04/18/2023 08:43:16.283 15416 40.80
04/18/2023 08:43:16.491 15403 40.80
04/18/2023 08:43:16.695 15406 40.80
04/18/2023 08:43:16.895 15414 40.80
04/18/2023 08:43:17.098 15408 40.80
04/18/2023 08:43:17.308 15390 40.80
04/18/2023 08:43:17.517 15406 40.80
04/18/2023 08:43:17.724 15410 40.80
04/18/2023 08:43:17.932 15387 40.80
04/18/2023 08:43:18.140 15390 40.80
04/18/2023 08:43:18.360 15404 40.80
04/18/2023 08:43:18.572 15394 40.80
04/18/2023 08:43:18.781 15410 40.84
04/18/2023 08:43:18.989 15413 40.80
04/18/2023 08:43:19.196 15398 40.84
04/18/2023 08:43:19.405 15433 40.84
04/18/2023 08:43:19.613 15409 40.84
04/18/2023 08:43:19.789 15401 40.84
04/18/2023 08:43:19.997 15392 40.84
04/18/2023 08:43:20.206 15390 40.84
04/18/2023 08:43:20.413 15396 40.84
04/18/2023 08:43:20.620 15413 40.84
